sentence,id,article_id,valence,arousal,is_annotated,is_miscellaneous,is_drafted,rank_idx,draft_time
"But his pledge at the Davos World Economic Forum in January that women would occupy 30 percent of leading jobs in Japan by 2020 is lofty: Women now account for only 11 percent of midtosenior management and just 1 percent of executive committee members, according to McKinsey.",104870,15788,0.46,0.47,True,False,True,452,2022-08-05T13:28:31.1799060
"Despite the sales miss, the Baselbased company confirmed its fullyear guidance for a rise in sales and profit, expecting revenue from new products to offset generic competition to its blood pressure pill Diovan.",104887,15789,0.60,0.55,True,False,True,525,2022-08-22T08:33:16.1208000
"Novartis refined its guidance for core operating income, saying it expected growth at a midtohigh singledigit rate compared with a previous outlook for it to grow ahead of sales.",104900,15789,0.56,0.53,True,False,True,725,2022-08-24T10:02:36.7872710
"Rather than talking about further expansion, top managers at VW  concerned that profitability gains aren't keeping pace with the company's steadilygrowing size  have been pushing a new efficiency program that includes 5 billion euros of cost cuts per year at the core passengercar brand.",104939,15791,0.36,0.39,True,False,True,24,2022-06-03T14:28:08.7717410
Chip maker Intel Corporation (NASDAQ:INTC) and network equipment maker Cisco Systems Inc (NASDAQ:CSCO),104959,15792,0.50,0.50,True,True,True,691,2022-08-24T09:46:13.5198090
Bank of America lost 1.9 percent to $15.51.,105292,15821,0.42,0.48,True,False,True,543,2022-08-22T08:38:39.4139900
That is down from 260 deals worth $34 billion at the Paris Airshow last year.,105336,15823,0.37,0.53,True,False,True,748,2022-08-24T14:19:06.6489770
This allows them to easily modify their plans based on the potential candidates' future successes and failures.,105433,15829,0.60,0.36,True,False,True,420,2022-08-25T09:30:15.7771370
"Concern over the exposure of Banco Espirito Santo (BES), the country's largest listed lender, to the troubled companies of its founding family has been a main driver of trading in recent days.",105485,15830,0.19,0.61,True,False,True,30,2022-06-03T14:28:59.1676020
"On Tuesday, Goldman reported the business generated $1.4 billion in revenue during the second quarter, up 8 percent from the same period a year earlier.",105635,15844,0.63,0.57,True,False,True,435,2022-08-05T13:24:02.4207390
"Investors will also grapple with a host of economic data on Tuesday, with June import prices, the July New York Fed manufacturing survey, and June retail sales data all due at 8:30 a.m.",105719,15852,0.49,0.64,True,False,True,780,2022-08-25T09:15:05.5204850
"""This governance structure and contractual arrangement will limit your ability to influence corporate matters, including any matters determined at the board level,"" Alibaba wrote.",105991,15902,0.42,0.53,True,False,True,609,2022-08-23T08:54:05.2935400
"Miner Alcoa Inc AA.N reported results after Wall Street closed that beat analysts' expectations, but that was not enough to help European equities recover after posting their biggest fall in three months on Tuesday.",106121,15938,0.31,0.42,True,False,True,155,2022-06-22T14:57:03.5074070
"A lawyer for the plaintiffs, James Sabella, had acknowledged at a hearing after that May ruling that ""without a damages expert a securities fraud trial can't be tried.",106158,15944,0.38,0.48,True,False,True,100,2022-06-08T12:38:03.8477870
Last month American Apparel's board dismissed Charney.,106297,15953,0.44,0.54,True,False,True,82,2022-06-07T14:44:09.2899670
"About 92,000 of the vehicles have a potential problem with front axles that run to right wheels and may have not been properly installed during assembly.",106394,15963,0.17,0.55,True,False,True,240,2022-07-01T13:50:20.6729820
DE saw its shares slip down 0.5 percent.,106517,15973,0.36,0.55,True,False,True,512,2022-08-18T14:16:21.4116760
His early career epitomized mainstream success.,106872,16008,0.58,0.53,True,False,True,742,2022-08-24T14:16:46.6456640
"Tag Heuer, part of luxury goods group LVMH, said on Friday its vice president for sales, Patrick Pruniaux, who had been with the brand for seven years, was leaving on Monday to join Apple.",106977,16017,0.39,0.50,True,False,True,61,2022-06-07T14:28:21.3866290
"GOL/ Spot gold XAU= fell 0.3 percent to $1,323.55 an ounce, pulling back from a 3month high of $1,332.10 hit earlier this week as tensions in Iraq and Ukraine stoked safehaven demand.",107291,16052,0.44,0.54,True,False,True,133,2022-06-09T10:25:47.6633270
" Daimler (DE:DAIGn) management wants to cut costs further at its truck plants in Germany, an objective which could threaten around 2,000 jobs, labor representative and deputy supervisory board chairman Michael Brecht said on Wednesday.",107373,16059,0.40,0.61,True,False,True,561,2022-08-22T08:48:00.4496140
"""We assume that Genentech's scientists see considerable potential in SERDs, because otherwise they would not have accepted this relatively high price,"" ZKB said.",107585,16079,0.69,0.57,True,False,True,393,2022-07-19T16:08:43.6145330
Benmosche will retire from AIG in September this year.,107655,16083,0.49,0.46,True,False,True,491,2022-08-18T14:06:51.6215710
"The decision, which is not appealable, spared Rajaratnam from the most serious charges he faced.",107699,16088,0.55,0.37,True,False,True,600,2022-08-23T08:50:29.4769910
"A leveraged buyback would increase the amount of Allergan's debt, making its balance sheet less attractive to a wouldbe acquirer.",107726,16091,0.37,0.47,True,False,True,567,2022-08-22T08:49:53.1647740
"Takata cited the two Japanese automakers in its letter, posted on an NHTSA website.",108124,16124,0.51,0.49,True,False,True,74,2022-06-07T14:37:04.7614390
"The plan to expand physical commodities trading beyond just gold and silver comes as major global banks are scaling back the business because of rising capital requirements, regulatory scrutiny and weak margins.",108248,16134,0.41,0.60,True,False,True,183,2022-06-17T13:52:29.8381830
"It's important,"" French Economy Minister Arnaud Montebourg told French broadcaster BFM TV on Sunday.",108293,16139,0.50,0.58,True,False,True,68,2022-06-07T14:34:17.4553950
"The Barclays complaint, which is based on internal communications provided by former employees, says that while the firm told clients it would keep predatory high frequency traders out of its dark pool, it never actually prevented any trader from participating, the source said.",108350,16170,0.40,0.62,True,False,True,583,2022-08-23T08:43:53.9651870
(NYSE:TM) and Honda (NYSE:HMC) declined to comment.,108752,16368,0.45,0.45,True,False,True,539,2022-08-22T08:37:25.3031210
"""The authorities need to do their investigation to see if the accusations are valid, and to see where the pollution happened, whether it was deliberate or accidental,"" Abdul Shukor Husin, the council's committee chairman, told Reuters.",108813,16392,0.44,0.57,True,False,True,178,2022-06-17T09:41:41.5488270
"Some of the extra spending would be directed to supplying large batteries used by other electric vehicle makers, Ito said.",108906,16437,0.51,0.53,True,False,True,521,2022-08-25T09:41:20.4935430
"The offer, if successful, would bring together two midsized pharmaceutical companies with expertise in skin care and eye care products, and is highly unusual as activist investors typically buy stakes and then agitate for strategic change.",109632,16737,0.56,0.69,True,False,True,163,2022-06-17T09:36:20.1487660
OTHER BIDDERS              A Pfizer move on AstraZeneca might flush out other bidders.,109689,16753,0.58,0.64,True,False,True,504,2022-08-25T09:40:51.0593080
"             The driver of a 2003 CTS, in a complaint filed in April 2014, described an incident in February 2006 where the engine would shut down ""when the vehicle would hit a pot hole or hard bump.""",109823,16770,0.32,0.55,True,False,True,263,2022-06-23T09:57:25.3611610
" Barra also met with accident victims' families on Monday night in Washington, D.C., according to the company, ABC reported.",110083,16907,0.39,0.58,True,False,True,372,2022-08-25T09:26:12.3074480
The additional 14 deaths occurred after the 13 fatalities that GM has connected to defective ignition switches.,110089,16907,0.23,0.69,True,False,True,416,2022-07-19T16:17:36.8375170
             A February 2005 entry in the congressional committee's chronology illustrates that engineers were grappling with what to do about the defective ignition switches.,110111,16915,0.63,0.60,True,False,True,364,2022-07-01T13:52:20.6840740
